label,text
neutral,"Metsaliitto will sell 1.1 million B shares of Neomarkka , accounting for about 18.3 pct of Neomarkka 's equity and about 12.7 pct of the voting rights ."
neutral,Pharmaceutical market in Czech Republic Global Research & Data Services published recently a market analysis about the pharmaceutical markets in Czech Republic .
positive,Finnish Vacon has signed significant deals with Norwegian Scandinavian Electric Systems ( SES ) on the supply of AC drives .
positive,Metso said it has won an order worth around 40 mln eur to supply a kraftliner board machine to China 's Lee & Man Paper Co. .
neutral,"Jun. 25 , 2008 ( Boy Genius Report delivered by Newstex ) -- The Nokia ( NYSE : NOK ) N78 , huh ?"
neutral,Protalix is developing genetically engineered proteins from plant cells .
neutral,The online ice chart shows no ice in the area of Estonia 's sea ports on the coast of the Gulf of Finland .
negative,"Net cash from operating activities was a negative EUR 0.3 mn , compared to EUR 30.9 mn in 2009 ."
neutral,"Mr. Mikko Saavalainen , head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business , technical and regulatory challenges operators are facing in their OSS today ."
neutral,VNH generates annual net sales of about 5 mln eur and employs 21 people .
neutral,The hull of the vessel was built one block at a time and Ruukki delivered the plate material for each block as construction progressed .
positive,"com , and we are constantly planning new ways to serve our customers online on a more comprehensive basis , '' says Matti Leminen , President of Anttila Oy ."
neutral,"In Penttil+?'s vision , the most important reason for the transaction is Russia ."
neutral,"In 2007 , almost two thirds of Orion 's net sales came from these drugs ."
neutral,"3G data subscribers are also helping to maintain these growth levels , since data-only subscriptions push for more multiple SIM ownership ."
neutral,The company said that it has agreed to a EUR160m unsecured credit line from lenders .
positive,"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units ."
neutral,"A structures BIM ( building information modeling ) software from Tekla , a model-based software provider , has been adopted for the construction management and delivery of a university project in Abu Dhabi ."
neutral,GE is building the facility with wind power developer Invenergy Wind LLC .
neutral,"Rohwedder Group is an automotive supplies , telecommunications and electronics industry provider for customers in Europe , North America and Asia ."
neutral,"Simultaneously , his responsibility area is extended from legal affairs to cover also mergers and acquisitions ."
neutral,"The company will also shut one paper machine in Finland and one in Austria , as well as two label paper machines in Finland for up to 10 months , Helsinki-based UPM said yesterday ."
neutral,"The NTSB said investigators are set to conduct sight distance tests on July 18 , using trains similar to those involved in the accident ."
neutral,The indexes include the top companies that are committed to sustainable development .
neutral,"The operations to be sold include manufacturing units in Finland , France , Poland and Turkey , as well as sales units in Germany and Lithuania ."
neutral,"The reductions will be implemented immediately , beginning in October 2009 ."
neutral,Atria said its offer would give the Swedish company continued ownership and control of its slaughtering and cutting operations .
neutral,"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees ."
neutral,"A maximum of 666,104 new shares can further be subscribed for by exercising B options under the 2004 stock option plan ."
positive,"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn ."
positive,"Cash flow from operations totalled EUR 2.71 mn , compared to a negative EUR 0.83 mn in the corresponding period in 2008 ."
neutral,"Cargotec 's sales totalled EUR 3.4 billion in 2008 and it employs approximately 10,500 people ."
neutral,Sponda Plc 's Annual General Meeting decided on 23 March 2005 to establish a Shareholders ' Nomination Committee to prepare proposals for the Annual General Meeting in 2006 on the composition of the Board of Directors and their remuneration .
neutral,"The first four of the new shop-in-shops will be opened this spring : on Madison Avenue in New York as well as in Chicago , Los Angeles and San Francisco ."
positive,"In addition to Russia , we now seek additional growth in Ukraine ."
neutral,"Tekla will organize an information meeting for analysts and media at WTC Helsinki Marski meeting room , Aleksanterinkatu 17 , the same day at 12:30 - 1:30 p.m. Light lunch will be served ."
negative,"`` We can say that the number of deals has become normalized by the moment , and therefore we have decided to devalue our apartments now on sale , '' he added ."
positive,"The company 's goal is to achieve annual savings of EUR 2 million ( USD 2.7 m ) , of which two thirds are to be realized in 2010 ."
positive,"In addition , Kone signed a two-year maintenance contract for the escalators ."
positive,"Lithuanian beer makers sold 256.88 million liters of beer in 2005 , a rise of 4.5 per cent from the year-earlier figure of 245.92 million liters ."
positive,Global Banking News - 28 September 2010 Tieto Corporation and Pohjola Bank ( PINK : POJLF ) are to cooperate on SWIFT services .
neutral,"The deal includes all rental equipment and related merchandise , the rental contract of the depot and two employees , the company said ."
neutral,"Regulatory News : The Nomination Committee of Cybercom ( STO : CYBE ) , which is unanimous in its proposal , proposes the election of Jon Risfelt as the new Chairman of the Board ."
neutral,"The 2500-passenger ferry will have dimensions of 185 m length overall , 170 m length between perpendiculars , 27.70 m breadth and 6.55 m design draught ."
positive,"However , the bottom-line result improved thanks to positive financial items ."
neutral,Electronic versions require 24-48 hours as each copy is customized to the client with digital controls and custom watermarks .
negative,And U.S. energy executives say high steel prices are threatening energy exploration .
neutral,"Operating profit for the 12-month period decreased from EUR9 .6 m while net sales increased from EUR69 .0 m , as compared to 2005 ."
negative,Sanoma News ' advertising sales decreased by 22 % during the year .
neutral,"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today ."
negative,"Divisional sales demand in the half remained `` inconsistent '' , it added ."
neutral,It has80 branches in Finland with annual revenue in Finland of ?
neutral,"Finland-based international machinery rental company Ramirent Plc ( OMX Helsinki : RMR1V ) said on Friday ( 9 May ) that its president and CEO , Kari Kallio , has informed the board of his intention to retire in year 2009 ."
negative,"Profit before taxes amounted to EUR 56.5 mn , down from EUR 232.9 mn a year ago ."
neutral,Le Lay succeeds Walter G++nter and will be based in Finland .
